,Transaction ID,Medium,Revenue
1451,ICC9716212110,cpc,50.0
1452,ICC9717049336,cpc,50.0
1453,ICC9717270450,cpc,50.0
1454,ICC9718067665,cpc,50.0
1455,5KM56654HT148591V,cpc,48.0
1456,1ET70512087410405,cpc,46.0
1457,2P972265XS816661X,cpc,46.0
1458,4TM96636C1178084J,cpc,46.0
1459,ICC6347218388,cpc,46.0
1460,ICC7341847481,cpc,46.0
1461,ICC7840679271,cpc,46.0
1462,ICC7845852353,cpc,46.0
1463,ICC7850656166,cpc,46.0
1464,ICC8196827350,cpc,46.0
1465,36255792LX371292X,cpc,45.0
1466,8UR93576YE202802L,cpc,45.0
1467,ICC6841480091,cpc,45.0
1468,ICC8714170185,cpc,45.0
1469,07018839MD296504H,cpc,40.0
1470,0MU66053KU6238142,cpc,40.0
1471,0U672137YM296422X,cpc,40.0
1472,0Y5791425M8968007,cpc,40.0
1473,12F249788X7297208,cpc,40.0
1474,1E459170DA7406321,cpc,40.0
1475,2JR89743AF2280216,cpc,40.0
1476,37V604509H086893H,cpc,40.0
1477,4LR01348H47922628,cpc,40.0
1478,56X35873XW7950116,cpc,40.0
1479,5XG7686131850792T,cpc,40.0
1480,6BG936567K127744B,cpc,40.0
1481,6FG34384VK247413V,cpc,40.0
1482,6NW80894X5614653K,cpc,40.0
1483,6NY50601ED0918128,cpc,40.0
1484,7FE08834U8371902G,cpc,40.0
1485,7KA30967AK060514Y,cpc,40.0
1486,8GX66144RR244935K,cpc,40.0
1487,8R332045RS644670U,cpc,40.0
1488,96D68346M0368030Y,cpc,40.0
1489,97N18660YE0954849,cpc,40.0
1490,9FC53815TC875634R,cpc,40.0
1491,9JL022627Y2177001,cpc,40.0
1492,9LU946824C7121131,cpc,40.0
1493,9P766383U3914850L,cpc,40.0
1494,ICC6337028713,cpc,40.0
1495,ICC6337330032,cpc,40.0
1496,ICC6339544028,cpc,40.0
1497,ICC6347085874,cpc,40.0
1498,ICC6347624061,cpc,40.0
1499,ICC6349379988,cpc,40.0
1500,ICC6357957491,cpc,40.0
1501,ICC6841341186,cpc,40.0
1502,ICC6841637077,cpc,40.0
1503,ICC6843657632,cpc,40.0
1504,ICC6846146246,cpc,40.0
1505,ICC6850749547,cpc,40.0
1506,ICC6853701784,cpc,40.0
1507,ICC6856162655,cpc,40.0
1508,ICC7336999987,cpc,40.0
1509,ICC7337011733,cpc,40.0
1510,ICC7339442016,cpc,40.0
1511,ICC7355464586,cpc,40.0
1512,ICC7840420277,cpc,40.0
1513,ICC7841468178,cpc,40.0
1514,ICC7849011408,cpc,40.0
1515,ICC8194328208,cpc,40.0
1516,ICC8195516193,cpc,40.0
1517,ICC8197018853,cpc,40.0
1518,ICC8199767601,cpc,40.0
1519,ICC8699778030,cpc,40.0
1520,ICC8702354107,cpc,40.0
1521,ICC9195852553,cpc,40.0
1522,ICC9198233056,cpc,40.0
1523,ICC9199212170,cpc,40.0
1524,ICC9199619991,cpc,40.0
1525,ICC9201947082,cpc,40.0
1526,ICC9207345567,cpc,40.0
1527,ICC9693547590,cpc,40.0
1528,ICC9693840641,cpc,40.0
1529,ICC9695602036,cpc,40.0
1530,ICC9697250533,cpc,40.0
1531,ICC9706549435,cpc,40.0
1532,ICC6349080886,cpc,35.71
1533,37J965809U776643A,cpc,35.0
1534,3V60558197728712S,cpc,35.0
1535,9A174975HV173724X,cpc,35.0
1536,ICC8700117332,cpc,35.0
1537,ICC8699824043,cpc,33.0
1538,ICC6841640591,cpc,31.0
1539,01431522YR291441K,cpc,30.0
1540,01M52599BB861713M,cpc,30.0
1541,01V45608BH5265252,cpc,30.0
1542,01W425519C8273026,cpc,30.0
1543,02S01322JX427992R,cpc,30.0
1544,03C950542A1369431,cpc,30.0
1545,03V67272A2934011A,cpc,30.0
1546,04393596WS6116411,cpc,30.0
1547,04M30516AP013344X,cpc,30.0
1548,05323816EA0434140,cpc,30.0
1549,06094357C5235773X,cpc,30.0
1550,06720845G1068711P,cpc,30.0
1551,067503869P7194609,cpc,30.0
1552,06P72670TL976884F,cpc,30.0
1553,08A40343SU970994N,cpc,30.0
1554,09337242WE442352P,cpc,30.0
1555,09M839333L3967302,cpc,30.0
1556,0A5152986D755733T,cpc,30.0
1557,0AK2677965839973B,cpc,30.0
1558,0CG47260KR370193W,cpc,30.0
1559,0CV23271BB563930F,cpc,30.0
1560,0CY810439Y888613X,cpc,30.0
1561,0DE05021CJ7350003,cpc,30.0
1562,0E681669C1307151V,cpc,30.0
1563,0EC684897G9623402,cpc,30.0
1564,0EE64094VM111425R,cpc,30.0
1565,0EJ6549094954025B,cpc,30.0
1566,0FF968260G298335X,cpc,30.0
1567,0FH92633TS266254Y,cpc,30.0
1568,0HF28725DF216290J,cpc,30.0
1569,0J6753605P930843D,cpc,30.0
1570,0J855013T1264250H,cpc,30.0
1571,0JD89748AL091373K,cpc,30.0
1572,0KJ10807K7550230H,cpc,30.0
1573,0KL349937R899403L,cpc,30.0
1574,0KM371586B0996209,cpc,30.0
1575,0KS564091Y480713E,cpc,30.0
1576,0L582838H8978980M,cpc,30.0
1577,0M134437NV1018322,cpc,30.0
1578,0M831759M59351519,cpc,30.0
1579,0MJ16585D6970821F,cpc,30.0
1580,0N9076135G052961L,cpc,30.0
1581,0P067130TP051334Y,cpc,30.0
1582,0PN38710W78658336,cpc,30.0
1583,0S133189K91253904,cpc,30.0
1584,0SV451542V7566545,cpc,30.0
1585,0U695256DL085923L,cpc,30.0
1586,0VK55786LL3833621,cpc,30.0
1587,0W929952XJ229124L,cpc,30.0
1588,0WH5290614193440H,cpc,30.0
1589,0X403697RA161424V,cpc,30.0
1590,0XV16434FX615701U,cpc,30.0
1591,10J47698738509327,cpc,30.0
1592,10W15973CC901923A,cpc,30.0
1593,12L60081FT2500024,cpc,30.0
1594,13R88414NB168742H,cpc,30.0
1595,16915263WX481781M,cpc,30.0
1596,16N44299R5798320H,cpc,30.0
1597,188035959P587311M,cpc,30.0
1598,19D926982D787444C,cpc,30.0
1599,19N2473339001200P,cpc,30.0
1600,19T28720VU898194G,cpc,30.0
1601,19Y09916TX8149303,cpc,30.0
1602,1AN50659RK1580201,cpc,30.0
1603,1BG8927576409762G,cpc,30.0
1604,1E268231PC8485512,cpc,30.0
1605,1EG29726J5432111T,cpc,30.0
1606,1F827755JS681361B,cpc,30.0
1607,1GL15662VP3850329,cpc,30.0
1608,1JG23957AW499754A,cpc,30.0
1609,1JK87079SG8894058,cpc,30.0
1610,1KR35316CL205853R,cpc,30.0
1611,1L454562B0862750Y,cpc,30.0
1612,1MH07418236732423,cpc,30.0
1613,1MP45540ED175593E,cpc,30.0
1614,1NM1330141549052R,cpc,30.0
1615,1PW81718MA917794W,cpc,30.0
1616,1R190618FJ389960F,cpc,30.0
1617,1RE4453382914290L,cpc,30.0
1618,1S151355GK946431R,cpc,30.0
1619,1T204486U9934125P,cpc,30.0
1620,1T959789VH206673V,cpc,30.0
1621,1TV36864DN536083N,cpc,30.0
1622,1U251554735312444,cpc,30.0
1623,1U908779FX4948517,cpc,30.0
1624,1UE60250GJ9212728,cpc,30.0
1625,1V730656NP975253T,cpc,30.0
1626,1VJ2430998711825K,cpc,30.0
1627,1WN44885CU599854R,cpc,30.0
1628,1WY53942VN960031M,cpc,30.0
1629,1XV633019E4312826,cpc,30.0
1630,1Y25039074791350F,cpc,30.0
1631,1Y418495RX8156625,cpc,30.0
1632,1YE059569X4318244,cpc,30.0
1633,1YK648187E285651A,cpc,30.0
1634,1YL36923D1381880X,cpc,30.0
1635,20K684537D402982K,cpc,30.0
1636,20X41804NT747152G,cpc,30.0
1637,21R04392KC722652M,cpc,30.0
1638,23B2981747973622G,cpc,30.0
1639,23F13575UD4397239,cpc,30.0
1640,23T87611BJ3476747,cpc,30.0
1641,23W39416L56347206,cpc,30.0
1642,25X18669N3132273U,cpc,30.0
1643,27213583SP167843L,cpc,30.0
1644,28150115PD627812H,cpc,30.0
1645,28917605H10526344,cpc,30.0
1646,28K87861PV1155443,cpc,30.0
1647,28L95971FS797781C,cpc,30.0
1648,28S2189950703431V,cpc,30.0
1649,28W04125BT254021W,cpc,30.0
1650,29160547A4742970J,cpc,30.0
1651,29C51904YH4453158,cpc,30.0
1652,29M956413S445913J,cpc,30.0
1653,29T21988FV372990T,cpc,30.0
1654,2B633646E42420843,cpc,30.0
1655,2CG34898TP219054F,cpc,30.0
1656,2CL15915C8866011S,cpc,30.0
1657,2D349516364201804,cpc,30.0
1658,2D562922KS946101M,cpc,30.0
1659,2DV523405N0092741,cpc,30.0
1660,2DY55018DV922900B,cpc,30.0
1661,2ER74315UN833752S,cpc,30.0
1662,2FA54461VT043893T,cpc,30.0
1663,2FK11584L18689722,cpc,30.0
1664,2FW61284A9430192B,cpc,30.0
1665,2G539831S75168926,cpc,30.0
1666,2GL30601AR9289059,cpc,30.0
1667,2GW60057HW849760T,cpc,30.0
1668,2H160305MD015160R,cpc,30.0
1669,2HA30877NK260562C,cpc,30.0
1670,2HB97418TG845462W,cpc,30.0
1671,2HE11019N9446671G,cpc,30.0
1672,2HU77134B01376217,cpc,30.0
1673,2JE71553EV251263R,cpc,30.0
1674,2JL76214AY954153V,cpc,30.0
1675,2JY035303R290214H,cpc,30.0
1676,2KR02353ES1741216,cpc,30.0
1677,2L436054KV7416808,cpc,30.0
1678,2LK635467D668250M,cpc,30.0
1679,2MJ849846L0445251,cpc,30.0
1680,2N0596406W689004S,cpc,30.0
1681,2NL81463KM069713C,cpc,30.0
1682,2PX16608VF278680M,cpc,30.0
1683,2SP91603DH750564E,cpc,30.0
1684,2TM73161ML298292F,cpc,30.0
1685,2U057350P88556712,cpc,30.0
1686,2VH93843UR1982809,cpc,30.0
1687,2W1110092T983541G,cpc,30.0
1688,2W58431663577141V,cpc,30.0
1689,2WB665032G4022536,cpc,30.0
1690,2XL93460HU078972T,cpc,30.0
1691,2XN206914V237320J,cpc,30.0
1692,2Y455889G5017213L,cpc,30.0
1693,2YK780579S570241Y,cpc,30.0
1694,30C25352WN081302W,cpc,30.0
1695,318601349P924440N,cpc,30.0
1696,31E84259L16767157,cpc,30.0
1697,33239187DD1690041,cpc,30.0
1698,33Y04432V07260308,cpc,30.0
1699,34M48034797691257,cpc,30.0
1700,34T57185XR240193S,cpc,30.0
1701,35983538A1849025P,cpc,30.0
1702,35C929628P233811R,cpc,30.0
1703,35D07561976527021,cpc,30.0
1704,36C933141H072950C,cpc,30.0
1705,36N64507H29584809,cpc,30.0
1706,38H02491BT909142R,cpc,30.0
1707,38P494355L773530W,cpc,30.0
1708,39160508NT919072K,cpc,30.0
1709,3A722678TU392940J,cpc,30.0
1710,3AD918514L364150H,cpc,30.0
1711,3AY74154D0944204L,cpc,30.0
1712,3BB630205B286174Y,cpc,30.0
1713,3BL91629S89687139,cpc,30.0
1714,3BY1058643194902Y,cpc,30.0
1715,3CF47769L23552153,cpc,30.0
1716,3CR77417SS9744202,cpc,30.0
1717,3D509918CG348314F,cpc,30.0
1718,3DU864698S261082L,cpc,30.0
1719,3E287309MB022182A,cpc,30.0
1720,3E3308347C2714544,cpc,30.0
1721,3EK94619BW487071X,cpc,30.0
1722,3F748535PU5007417,cpc,30.0
1723,3GB26985PA460621P,cpc,30.0
1724,3GH38496EU339615E,cpc,30.0
1725,3GV64081RA521033G,cpc,30.0
1726,3H378924YA7505936,cpc,30.0
1727,3H630950G8572652L,cpc,30.0
1728,3HN24094Y9683530M,cpc,30.0
1729,3HX88593X1895625P,cpc,30.0
1730,3J275359G4834121H,cpc,30.0
1731,3K0313548B704903B,cpc,30.0
1732,3KN49022D98977231,cpc,30.0
1733,3M322035GV844181J,cpc,30.0
1734,3MM45502AW6999634,cpc,30.0
1735,3MT577659T8931419,cpc,30.0
1736,3NC16357T85091935,cpc,30.0
1737,3P8623286L920612S,cpc,30.0
1738,3PF5371627439451X,cpc,30.0
1739,3PU07762SN826783B,cpc,30.0
1740,3R181987NT991804C,cpc,30.0
1741,3RD4167227070943X,cpc,30.0
1742,3RX48379J90204532,cpc,30.0
1743,3SK09759HF2631236,cpc,30.0
1744,3SL61930830316845,cpc,30.0
1745,3T431230JR139264N,cpc,30.0
1746,3TA07097TT203384J,cpc,30.0
1747,3U137965CV376321J,cpc,30.0
1748,3U517115UP0925525,cpc,30.0
1749,3U669429M7235772N,cpc,30.0
1750,3V7707050L7496412,cpc,30.0
1751,3VA708139B537101E,cpc,30.0
1752,3X308022XU048801R,cpc,30.0
1753,3X520886PG043135L,cpc,30.0
1754,3XD86652XR444464H,cpc,30.0
1755,3XH76212CL198870H,cpc,30.0
1756,3Y37704715247550K,cpc,30.0
1757,3Y4112313Y0328925,cpc,30.0
1758,3YA497485D417444A,cpc,30.0
1759,41664005B2962493H,cpc,30.0
1760,42747354DX5152101,cpc,30.0
1761,42U94086JN799503N,cpc,30.0
1762,434073554E719930C,cpc,30.0
1763,44G48809VU795233B,cpc,30.0
1764,4558823298588594E,cpc,30.0
1765,45616470RY550834N,cpc,30.0
1766,45X41978F0405734F,cpc,30.0
1767,46S42464WT680830M,cpc,30.0
1768,46V568382F580901Y,cpc,30.0
1769,47C75207UK071843S,cpc,30.0
1770,47J17853US710570Y,cpc,30.0
1771,48P480408R469990E,cpc,30.0
1772,49C15003L9126801U,cpc,30.0
1773,4A3053933D626460R,cpc,30.0
1774,4AE187997U3064224,cpc,30.0
1775,4AF74212TU3147906,cpc,30.0
1776,4C214269KW830160H,cpc,30.0
1777,4CF45543M8458235E,cpc,30.0
1778,4DR13046UJ510004A,cpc,30.0
1779,4EM85595MD435930C,cpc,30.0
1780,4F502108A1017192A,cpc,30.0
1781,4FR94488F2260315L,cpc,30.0
1782,4FW12659YE803054N,cpc,30.0
1783,4JR33257M22046532,cpc,30.0
1784,4JV785963S876090T,cpc,30.0
1785,4LB04826UF701484X,cpc,30.0
1786,4LF84763BA608300H,cpc,30.0
1787,4LG240484A6783914,cpc,30.0
1788,4MB864100Y760070U,cpc,30.0
1789,4N409260H18237602,cpc,30.0
1790,4N895139AN005305F,cpc,30.0
1791,4NP27257X3498452T,cpc,30.0
1792,4NP56523A5545173W,cpc,30.0
1793,4NX72711AX812700M,cpc,30.0
1794,4NY86665C9334723U,cpc,30.0
1795,4P387893BN237803R,cpc,30.0
1796,4R945773Y1682853X,cpc,30.0
1797,4RR02978ME8115605,cpc,30.0
1798,4RY30402TP9259820,cpc,30.0
1799,4S081421MB8807132,cpc,30.0
1800,4SG25839N2609540H,cpc,30.0
1801,4TB83800WR856481C,cpc,30.0
1802,4W009565C17455418,cpc,30.0
1803,4WD12128VC052945N,cpc,30.0
1804,4WE9068672724015E,cpc,30.0
1805,4XF291117A835464T,cpc,30.0
1806,4XH272582P357072L,cpc,30.0
1807,4XU302193T721725E,cpc,30.0
1808,4YL94875N8824151B,cpc,30.0
1809,4YR207656W297763B,cpc,30.0
1810,4YS91427XA519810F,cpc,30.0
1811,50L082366W738381J,cpc,30.0
1812,50M27465S7061693X,cpc,30.0
1813,50Y11480W5790735K,cpc,30.0
1814,51821835WF5884111,cpc,30.0
1815,52F694077V593841L,cpc,30.0
1816,53M70034EL773160G,cpc,30.0
1817,54969137CP6300819,cpc,30.0
1818,54K93181CF625222E,cpc,30.0
1819,558662104B397934E,cpc,30.0
1820,55H45519LS927852T,cpc,30.0
1821,56314633PL243833K,cpc,30.0
1822,5666683206139792P,cpc,30.0
1823,56G38841EV2559931,cpc,30.0
1824,56X75371AH096253B,cpc,30.0
1825,57B22352HP565042B,cpc,30.0
1826,57S5153430628861R,cpc,30.0
1827,57Y20162LM756645T,cpc,30.0
1828,585028814J3990847,cpc,30.0
1829,58D88745P4633524E,cpc,30.0
1830,59C33357BR360101T,cpc,30.0
1831,59D35093N5547700L,cpc,30.0
1832,59R349151C946361M,cpc,30.0
1833,59X75181YY3233124,cpc,30.0
1834,5AN55344LH122572J,cpc,30.0
1835,5B686343K89827921,cpc,30.0
1836,5BD51571V2247891N,cpc,30.0
1837,5BF77345AH283652H,cpc,30.0
1838,5BM84476SC2980915,cpc,30.0
1839,5CX19589DN2978505,cpc,30.0
1840,5DN528725D801542C,cpc,30.0
1841,5DT03399KF843281U,cpc,30.0
1842,5F217315SY0083208,cpc,30.0
1843,5FG479246B143431V,cpc,30.0
1844,5G452299L79448037,cpc,30.0
1845,5HD09648MD251353X,cpc,30.0
1846,5HP9404195403261B,cpc,30.0
1847,5HY49794XD7144138,cpc,30.0
1848,5JJ471646F980311U,cpc,30.0
1849,5KB92963LG244725Y,cpc,30.0
1850,5LC33002AV0435210,cpc,30.0
1851,5LC98801CA7463034,cpc,30.0
1852,5MR374629H869232P,cpc,30.0
1853,5MS1223084368961V,cpc,30.0
1854,5N798820GG553234A,cpc,30.0
1855,5NK60239PD7167527,cpc,30.0
1856,5NP125693P725463T,cpc,30.0
1857,5PJ55971B1783612N,cpc,30.0
1858,5R637436MD169093D,cpc,30.0
1859,5RS54386U4570382Y,cpc,30.0
1860,5RY89072N40081949,cpc,30.0
1861,5SH074862W0590029,cpc,30.0
1862,5T192290RH699305L,cpc,30.0
1863,5TD9469117333163C,cpc,30.0
1864,5U698113AE9938046,cpc,30.0
1865,5UB93237XY019834B,cpc,30.0
1866,5WK11980L89072528,cpc,30.0
1867,5XL2893604085232D,cpc,30.0
1868,5Y54410201798325J,cpc,30.0
1869,5YL379421P008141W,cpc,30.0
1870,60D07462UK221940P,cpc,30.0
1871,61A16724SE305624T,cpc,30.0
1872,61R676723U2795020,cpc,30.0
1873,61R92244JS508732J,cpc,30.0
1874,61W40793C3935223W,cpc,30.0
1875,62369067VJ6560416,cpc,30.0
1876,626185378G242522C,cpc,30.0
1877,6396363937732405B,cpc,30.0
1878,63A8490923999351W,cpc,30.0
1879,63B446732N436343T,cpc,30.0
1880,64740429TB556945V,cpc,30.0
1881,6572102548035853V,cpc,30.0
1882,65M72378AS1743436,cpc,30.0
1883,66E93222E1075381C,cpc,30.0
1884,66N55494MW285651R,cpc,30.0
1885,66U35254E80416903,cpc,30.0
1886,68H08045D8415254V,cpc,30.0
1887,699949225Y609850E,cpc,30.0
1888,6AY72264XT991762C,cpc,30.0
1889,6B048054E7437463T,cpc,30.0
1890,6B6202970U0316924,cpc,30.0
1891,6CX02760B2448474F,cpc,30.0
1892,6CY17037J28655548,cpc,30.0
1893,6D489684SN659725J,cpc,30.0
1894,6DV040898B475420D,cpc,30.0
1895,6EB22774RK256254A,cpc,30.0
1896,6EE19951KP3426900,cpc,30.0
1897,6EF48198LE473091L,cpc,30.0
1898,6EJ145947H295654N,cpc,30.0
1899,6ET59375J7200451L,cpc,30.0
1900,6G161938CH762694W,cpc,30.0
1901,6GL04764WV155874A,cpc,30.0
1902,6GL382290A544674U,cpc,30.0
1903,6GM89476NJ5159212,cpc,30.0
1904,6J475901CH1086016,cpc,30.0
1905,6JT06300H10673240,cpc,30.0
1906,6KN69943M7116351N,cpc,30.0
1907,6KP55544AP437605A,cpc,30.0
1908,6N588530V70370723,cpc,30.0
1909,6N644982TK636631V,cpc,30.0
1910,6N745044YX745803B,cpc,30.0
1911,6ND87836VU166803C,cpc,30.0
1912,6RB69176JF260440H,cpc,30.0
1913,6RE93321PJ1942728,cpc,30.0
1914,6RY89519EC343842W,cpc,30.0
1915,6S981716XS958824P,cpc,30.0
1916,6SB14383JV058652R,cpc,30.0
1917,6T898241J1472815N,cpc,30.0
1918,6T9042543J203424M,cpc,30.0
1919,6TP41526BD2253918,cpc,30.0
1920,6TX87709AB289934U,cpc,30.0
1921,6V589970RM483224U,cpc,30.0
1922,6XR11067NR5992450,cpc,30.0
1923,6Y435508WP893840G,cpc,30.0
1924,6YF86106KL9421331,cpc,30.0
1925,72345859325180844,cpc,30.0
1926,72963588NR638513P,cpc,30.0
1927,73296390HJ7509733,cpc,30.0
1928,73720770448264926,cpc,30.0
1929,73J23695Y01980911,cpc,30.0
1930,73V40083A8850492B,cpc,30.0
1931,75N89599R57809847,cpc,30.0
1932,773906951J2948938,cpc,30.0
1933,77B88761WG015413G,cpc,30.0
1934,78589394EV7087842,cpc,30.0
1935,79256549Y7546812N,cpc,30.0
1936,79774286MU333715N,cpc,30.0
1937,79811467T7385751H,cpc,30.0
1938,7A459358X0975314X,cpc,30.0
1939,7BD157283L5170828,cpc,30.0
1940,7BV06542YF862652C,cpc,30.0
1941,7CE00452A2355921N,cpc,30.0
1942,7CV3278615088374E,cpc,30.0
1943,7DN096521K454124G,cpc,30.0
1944,7ER84539FE3674605,cpc,30.0
1945,7FF50826TE5711829,cpc,30.0
1946,7FT7134173851234U,cpc,30.0
1947,7GU46533S4998593T,cpc,30.0
1948,7H512392J4068753K,cpc,30.0
1949,7L078060D67538019,cpc,30.0
1950,7M022768FM3653624,cpc,30.0
1951,7NK9708757524250A,cpc,30.0
1952,7NU31867XF351850D,cpc,30.0
1953,7P729226FM106243U,cpc,30.0
1954,7PM66809HM6749321,cpc,30.0
1955,7S7278100P001203L,cpc,30.0
1956,7S8028652R154194J,cpc,30.0
1957,7SN16738GE6376702,cpc,30.0
1958,7ST16033L1207122Y,cpc,30.0
1959,7TS86956UT817210N,cpc,30.0
1960,7VT7252661214684Y,cpc,30.0
1961,7VV09367S27728321,cpc,30.0
1962,7XX4920392559022J,cpc,30.0
1963,805659931X4128105,cpc,30.0
1964,81C50535UP284815L,cpc,30.0
1965,81H91692SP306124X,cpc,30.0
1966,82G88458RR928170H,cpc,30.0
1967,83421594DW846972E,cpc,30.0
1968,83M09727F4231712W,cpc,30.0
1969,83M75575YT906413G,cpc,30.0
1970,84973803HL6180937,cpc,30.0
1971,84Y3536145738562E,cpc,30.0
1972,86F38933XT436514K,cpc,30.0
1973,86L12106CM7920049,cpc,30.0
1974,872694485S3414427,cpc,30.0
1975,87B798257L734914C,cpc,30.0
1976,87G88128W89442334,cpc,30.0
1977,87M370096K276944B,cpc,30.0
1978,87U6917507785714M,cpc,30.0
1979,88R5989770735684X,cpc,30.0
1980,88U423571E959105U,cpc,30.0
1981,8A12322719749481W,cpc,30.0
1982,8B613983BC8473827,cpc,30.0
1983,8BC82205X4563762N,cpc,30.0
1984,8C830743AN014213W,cpc,30.0
1985,8C9400448U859881U,cpc,30.0
1986,8CB15218WR201790H,cpc,30.0
1987,8CN86847T5881441M,cpc,30.0
1988,8CX29663L3244525M,cpc,30.0
1989,8DD96613YW621394V,cpc,30.0
1990,8EC215320G061062K,cpc,30.0
1991,8EJ910104S603930D,cpc,30.0
1992,8FN44933109841001,cpc,30.0
1993,8FT877470X524915G,cpc,30.0
1994,8G114577DE8494219,cpc,30.0
1995,8GJ33152W1266645G,cpc,30.0
1996,8K780509C3206732W,cpc,30.0
1997,8KB97265SD012714A,cpc,30.0
1998,8LM03823CJ9567318,cpc,30.0
1999,8M404179H8668432Y,cpc,30.0
2000,8P33566737375014B,cpc,30.0
2001,8PS90590JV2682916,cpc,30.0
2002,8S3001346B800711T,cpc,30.0
2003,8S767728L6962390C,cpc,30.0
2004,8TP37627B64287602,cpc,30.0
2005,8TW54184UB525562L,cpc,30.0
2006,8UG61756CN8103451,cpc,30.0
2007,8UK96438KJ188430R,cpc,30.0
2008,8UP6582955951801E,cpc,30.0
2009,8VG72436LG938280E,cpc,30.0
2010,8VU20631VG5239814,cpc,30.0
2011,8VX77416VJ7556518,cpc,30.0
2012,8XD281640L561535C,cpc,30.0
2013,900938805L090004B,cpc,30.0
2014,9272412059975815S,cpc,30.0
2015,93141593XB9050510,cpc,30.0
2016,93262407K2073042N,cpc,30.0
2017,93W996735B585753M,cpc,30.0
2018,93X669419C547612D,cpc,30.0
2019,96864840S1787994W,cpc,30.0
2020,97574945Y26419830,cpc,30.0
2021,97D191625C547463F,cpc,30.0
2022,97L89400076649045,cpc,30.0
2023,98S736236W840423N,cpc,30.0
2024,99698479P93306841,cpc,30.0
2025,99K573390Y351641C,cpc,30.0
2026,9A044986RF824701E,cpc,30.0
2027,9AS21913XJ141643J,cpc,30.0
2028,9AV45306JB887742P,cpc,30.0
2029,9C7591847B893984A,cpc,30.0
2030,9DL28992CU966164N,cpc,30.0
2031,9ED96068D1759590R,cpc,30.0
2032,9EE994167F840111L,cpc,30.0
2033,9EM53813W45974032,cpc,30.0
2034,9EW012086U081935N,cpc,30.0
2035,9FK75354AE940342F,cpc,30.0
2036,9FU47200W1350254E,cpc,30.0
2037,9H094714WG8918901,cpc,30.0
2038,9H4258370S971163K,cpc,30.0
2039,9H6478011B922415J,cpc,30.0
2040,9HL11802PK7038035,cpc,30.0
2041,9HM31841SY787484M,cpc,30.0
2042,9J840978L4037425A,cpc,30.0
2043,9JE46097DD5037252,cpc,30.0
2044,9JM679941S7863503,cpc,30.0
2045,9JM91126XC203172M,cpc,30.0
2046,9JY919691P1555027,cpc,30.0
2047,9KM85976D6810925P,cpc,30.0
2048,9LL61137JL223543H,cpc,30.0
2049,9LM47259DL8046130,cpc,30.0
2050,9M952830971724401,cpc,30.0
2051,9N7196618A2388354,cpc,30.0
2052,9NR688453S850215C,cpc,30.0
2053,9NY33528KB868794V,cpc,30.0
2054,9P0675988G6718126,cpc,30.0
2055,9PY453627S994860A,cpc,30.0
2056,9R944894EM316274R,cpc,30.0
2057,9RU43934C7322730X,cpc,30.0
2058,9S040825TP085642F,cpc,30.0
2059,9SJ34024F0459604T,cpc,30.0
2060,9T007486U4811514F,cpc,30.0
2061,9T216815UN081363P,cpc,30.0
2062,9TC762790U226654F,cpc,30.0
2063,9TW869555C253824M,cpc,30.0
2064,9VC129640J248123R,cpc,30.0
2065,9VU05319K48957940,cpc,30.0
2066,9WH35806YD080443G,cpc,30.0
2067,9WT316102N793622J,cpc,30.0
2068,9XH85189LC682125K,cpc,30.0
2069,9Y2575701X729912M,cpc,30.0
2070,ICC6335171210,cpc,30.0
2071,ICC6335546251,cpc,30.0
2072,ICC6335709452,cpc,30.0
2073,ICC6335714388,cpc,30.0
2074,ICC6335906295,cpc,30.0
2075,ICC6335946731,cpc,30.0
2076,ICC6335959577,cpc,30.0
2077,ICC6336050394,cpc,30.0
2078,ICC6336173483,cpc,30.0
2079,ICC6336187546,cpc,30.0
2080,ICC6336236945,cpc,30.0
2081,ICC6336301146,cpc,30.0
2082,ICC6336355919,cpc,30.0
2083,ICC6336374466,cpc,30.0
2084,ICC6336404181,cpc,30.0
2085,ICC6336422064,cpc,30.0
2086,ICC6336424168,cpc,30.0
2087,ICC6336439550,cpc,30.0
2088,ICC6336467468,cpc,30.0
2089,ICC6336516111,cpc,30.0
2090,ICC6336574866,cpc,30.0
2091,ICC6336777214,cpc,30.0
2092,ICC6336814103,cpc,30.0
2093,ICC6336909735,cpc,30.0
2094,ICC6337294673,cpc,30.0
2095,ICC6337529130,cpc,30.0
2096,ICC6337529828,cpc,30.0
2097,ICC6337559887,cpc,30.0
2098,ICC6337700942,cpc,30.0
2099,ICC6337780466,cpc,30.0
2100,ICC6337979249,cpc,30.0
2101,ICC6338339882,cpc,30.0
2102,ICC6338552915,cpc,30.0
2103,ICC6338580600,cpc,30.0
2104,ICC6338646032,cpc,30.0
2105,ICC6338667014,cpc,30.0
2106,ICC6338719758,cpc,30.0
2107,ICC6338740626,cpc,30.0
2108,ICC6338777557,cpc,30.0
2109,ICC6338791344,cpc,30.0
2110,ICC6338866360,cpc,30.0
2111,ICC6339078529,cpc,30.0
2112,ICC6339202869,cpc,30.0
2113,ICC6339225675,cpc,30.0
2114,ICC6339601868,cpc,30.0
2115,ICC6339622800,cpc,30.0
2116,ICC6339859157,cpc,30.0
2117,ICC6339921983,cpc,30.0
2118,ICC6340119467,cpc,30.0
2119,ICC6340159908,cpc,30.0
2120,ICC6340191129,cpc,30.0
2121,ICC6340355662,cpc,30.0
2122,ICC6341626856,cpc,30.0
